username,balance,email,phone
alice,424,alice@example.com,123-456-7890
bob,576,bob@example.com,234-567-8901
charlie,500,charlie@example.com,345-678-9012
david,500,david@example.com,456-789-0123
eve,500,eve@example.com,567-890-1234
frank,500,frank@example.com,678-901-2345
grace,500,grace@example.com,789-012-3456
henry,500,henry@example.com,890-123-4567
ivy,500,ivy@example.com,901-234-5678
jack,500,jack@example.com,012-345-6789
type,seq,client,message,sender,decision,round,timestamp
commit,1724620095784,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724620102939
request,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724620122216
pre-prepare,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724620122362
prepare,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724620123822
prepare,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node23,0,1,1724620124007
prepare,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724620124080
prepare,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724620124125
prepare,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724620124161
prepare,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node24,0,1,1724620123913
prepare,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724620124245
prepare,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724620124254
prepare,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724620124265
prepare,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node7,0,1,1724620124276
prepare,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node25,0,1,1724620123953
prepare,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724620123878
prepare,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724620124219
prepare,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node19,0,1,1724620124310
prepare,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724620124350
prepare,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724620124332
prepare,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724620124485
prepare,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724620124476
prepare,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724620125254
prepare,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724620125538
commit,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724620125704
commit,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724620125942
commit,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724620125951
commit,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724620125979
commit,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724620126112
commit,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node24,0,1,1724620126064
commit,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node23,0,1,1724620125989
commit,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node7,0,1,1724620126213
commit,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node25,0,1,1724620126539
commit,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724620126661
commit,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724620126460
commit,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node19,0,1,1724620126855
commit,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724620127151
commit,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724620127007
commit,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724620127084
commit,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724620126956
commit,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724620127885
commit,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724620127943
commit,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724620127914
commit,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724620127895
Reply,1724620122160,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,1,1,1724620128349
request,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724620143304
pre-prepare,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724620143523
prepare,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node7,0,1,1724620144148
prepare,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724620144265
prepare,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724620144299
prepare,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724620144317
prepare,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node25,0,1,1724620144490
prepare,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724620144676
prepare,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724620144450
prepare,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724620144343
prepare,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724620144386
prepare,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724620144794
prepare,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node19,0,1,1724620144801
prepare,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node23,0,1,1724620144835
prepare,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724620144816
prepare,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724620144823
prepare,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724620144808
prepare,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724620145187
prepare,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724620145972
prepare,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724620145981
prepare,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724620145988
prepare,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node24,0,1,1724620145996
commit,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node7,0,1,1724620146363
commit,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724620146410
commit,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724620146484
commit,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node19,0,1,1724620146910
commit,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node24,0,1,1724620147208
commit,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724620147260
commit,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724620147318
commit,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node25,0,1,1724620147355
commit,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724620146875
commit,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724620147109
commit,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724620146985
commit,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724620147665
commit,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724620147675
commit,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724620147686
commit,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724620147655
commit,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724620148000
commit,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node23,0,1,1724620148148
commit,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724620148645
commit,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724620148705
commit,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724620148783
Reply,1724620143247,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,1,1,1724620149013
request,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724620184155
pre-prepare,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724620184343
prepare,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724620184775
prepare,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724620184957
prepare,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724620185147
prepare,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724620185242
prepare,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724620185865
prepare,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724620185545
prepare,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node19,0,1,1724620185602
prepare,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724620185307
prepare,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node7,0,1,1724620186393
prepare,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724620186456
prepare,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724620186419
prepare,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724620186553
prepare,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724620186567
prepare,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node23,0,1,1724620186518
prepare,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node24,0,1,1724620187102
prepare,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node25,0,1,1724620187123
prepare,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724620187093
prepare,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724620186533
prepare,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724620186502
prepare,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724620187210
commit,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node25,0,1,1724620187250
commit,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724620187564
commit,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724620187242
commit,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724620187234
commit,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724620188514
commit,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724620188526
commit,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node19,0,1,1724620188487
commit,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724620188855
commit,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724620188901
commit,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node24,0,1,1724620188929
commit,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724620188944
commit,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724620188790
commit,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724620188820
commit,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724620188498
commit,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724620188994
commit,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724620189014
commit,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724620189356
commit,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node7,0,1,1724620189494
commit,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node23,0,1,1724620189513
commit,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724620189641
Reply,1724620184109,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,1,1,1724620189746
request,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724620450643
pre-prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724620450859
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724620452037
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724620452230
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node23,0,1,1724620452313
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node19,0,1,1724620452578
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724620452674
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node26,0,1,1724620452524
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724620452393
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node7,0,1,1724620452487
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724620452755
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724620453043
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724620453189
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724620453261
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node25,0,1,1724620453692
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node17,0,1,1724620453725
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724620453960
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node27,0,1,1724620453878
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724620453801
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node21,0,1,1724620455557
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724620455360
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node16,0,1,1724620455708
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node24,0,1,1724620455767
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724620455891
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node28,0,1,1724620455983
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node15,0,1,1724620455442
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724620454007
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724620455651
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node12,0,1,1724620458297
prepare,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724620458034
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724620459400
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724620459527
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node25,0,1,1724620459998
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724620459762
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724620460338
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724620459660
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724620460521
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node16,0,1,1724620460633
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node26,0,1,1724620460695
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724620460786
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node24,0,1,1724620459857
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724620460904
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724620460164
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node19,0,1,1724620460858
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node27,0,1,1724620460431
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node28,0,1,1724620460968
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724620462115
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node17,0,1,1724620462125
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node12,0,1,1724620462195
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724620462176
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node7,0,1,1724620462185
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node15,0,1,1724620462100
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724620462710
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724620462972
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node23,0,1,1724620462809
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724620462884
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node21,0,1,1724620462639
Reply,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,1,1,1724620463504
commit,1724620450542,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724620463838
request,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",pbft-client,0,1,1724620491616
pre-prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724620491847
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724620493719
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724620493830
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724620493996
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node25,0,1,1724620494057
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724620493908
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724620494132
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node7,0,1,1724620494210
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724620494272
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node17,0,1,1724620494667
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node26,0,1,1724620494880
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node28,0,1,1724620494759
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node24,0,1,1724620495294
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node15,0,1,1724620495402
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node21,0,1,1724620495442
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node22,0,1,1724620495448
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node19,0,1,1724620495173
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724620494466
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node23,0,1,1724620495010
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node27,0,1,1724620495535
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node16,0,1,1724620495678
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724620495718
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724620495684
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724620495725
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724620495734
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724620496283
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node12,0,1,1724620495853
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node8,0,1,1724620496395
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724620496367
prepare,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node4,0,1,1724620496314
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node14,0,1,1724620496410
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node1,0,1,1724620497555
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node18,0,1,1724620498208
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node10,0,1,1724620498279
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node11,0,1,1724620498567
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node27,0,1,1724620498639
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node28,0,1,1724620498659
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node15,0,1,1724620498403
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node9,0,1,1724620498483
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node23,0,1,1724620498526
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node24,0,1,1724620498682
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node3,0,1,1724620498946
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node20,0,1,1724620499118
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node6,0,1,1724620499037
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node16,0,1,1724620498877
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node2,0,1,1724620499174
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node13,0,1,1724620499296
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node7,0,1,1724620499433
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node19,0,1,1724620499861
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node5,0,1,1724620500063
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node17,0,1,1724620500133
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node21,0,1,1724620500163
commit,1724620491571,pbft-client,"{""from"":""alice"",""to"":""bob"",""amount"":4}",node12,0,1,1724620500241
